topik,pertanyaan
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Selamat malam, perkenalkan nama saya Daffario dari TIF 2019. Saya baru membayar UKT pada tanggal 3 Februari, sehingga belum mendapatkan kelas untuk mata kuliah Keamanan Informasi, Kewirausahaan, Stream Interactive Media. Ketika saya melihat instagram filkom, disana tertera terakhir pendataan kelas penuh yakni pada tanggal 1 Februari sehingga saya tidak bisa mengikuti pendataan. Akhirnya sampai saat ini saya hanya mendapat mata kuliah Kewirausahaan dan Pemrograman Aplikasi Perangkat Bergerak. Untuk solusinya bagaimana? Terima kasih sebelumnya.</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,<p>Saya sebelum berangkat ke malang menjalani rapid test dan ternyata hasilnya positif covid 19 sehingga saya tidak bisa mengikuti kelas hybrid untuk sementara waktu</p>
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,<p>Berarti saya tidak bisa mengikuti kelas secara online ? karena di surat tersebut ijin tidak masuk kuliah</p>
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Assalamu'alaikum warahmatullahi wabarakatuh. Selamat siang. Saya izin bertanya </p> <p>Sebelumnya pada saat diminta memilih Mata Kuliah Pilihan oleh akademik, saya mengentrikan empat buah MK Pilihan, dengan urutan persis seperti berikut ini:</p> <p>1. Realitas Berimbuh dan Maya</p> <p>2. Desain Produk Aplikasi dan Gim</p> <p>3. Pemrograman Gim</p> <p>4. Kecerdasan Buatan dalam Gim</p> <p>Ketika pertama kali KRS dan Jadwal Kuliah keluar, di KRS saya tercantum hanya tiga dari MK Pilihan tersebut, yakni Realitas Berimbuh dan Maya, Desain Produk Aplikasi dan Gim, serta Kecerdasan Buatan Dalam Gim. Saya duga mungkin tidak bisa menambah Pemrograman Gim karena jumlah sks yang saya ambil yang sudah maksimal.</p> <p>Akan tetapi, kemarin mata kuliah Kecerdasan Buatan Dalam Gim hilang dari KRS saya. Saya izin bertanya mengapa hal tersebut terjadi. Apakah saya ada kualifikasi yang tidak terpenuhi untuk mengikuti mata kuliah tersebut?</p> <p>Jika memang saya tidak bisa mengikuti mata kuliah Kecerdasan Buatan Dalam Gim, apakah saya masih boleh menambah KRS dan mengikuti mata kuliah Pemrograman Gim yang juga saya pilih di awal? Karena kebetulan saya secara tidak sengaja tidak mengambil mata kuliah pilihan di semester lalu, dan ingin memaksimalkan mengambil mata kuliah pilihan di semester ini untuk menutupi kekurangan sks saya di semester lalu.</p> <p>Saya terima kasih dulu sebelumnya. Mohon maaf apabila ada kesalahan perkataan atau apabila mengganggu waktunya </p> <p>Wassalamu'alaikum warahmatullahi wabarakatuh.</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Kak saya sudah mengirim surat perizinan ortu kak terkait kuliah daring, kondisi yang tidak mendukung yang menerangkan  bahwa saya sedang sakit sehingga tidak bisa mengikuti kuliah hybrid, jadi bagaimana konsepnya nanti kak?</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Selamat malam bapak/ibu ditempat, nama saya Santiago Sylvantoni dari program studi sistem informasi angkatan 2021. Saya ingin bertanya, terkait pembelajaran semester genap tahun 2021/2022, sebelumnya saya dipindah kelasnya dari kelas E ke kelas lain yang berbeda karena penyesuaian kelas terkait pembelajaran hybrid, namun sekarang setelah melihat informasi dari Universitas dan Fakultas bahwasannya akan dilaksanakan perkuliahan secara daring lagi, apakah saya akan atau bisa ada kemungkinan untuk dipindahkan lagi ke Kelas E (kelas sebelumnya) lagi ya? Jika iya saya mohon untuk diinformasikan terlebih dahulu karena saya harus mempersiapkan kelasnya lagi. Saya bertanya hal ini karena melihat beberapa teman saya yang belum dipindah kelasnya walaupun mereka tidak bisa mengikuti pembelajaran hybrid (yang notabene sangat tidak memungkinkan untuk dilakukan beberapa bulan kedepan). Jika tidak maka mohon diinformasikan juga, sekian Terima Kasih.</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,<p>Selamat sore saya M. Quraish mahasiswa dari prodi sistem informasi 2020 ingin menanyakan terkait perizinan untuk tidak bisa mengikuti perkuliahan hybrid untuk beberapa waktu dikarenakan ada keluarga yang sakit. Untuk perizinannya perlu saya sampaikan ke siapa ya?</p>
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Assalamualaikum wr. wb. Selamat siang Admin, mohon maaf atas waktunya, Nama saya Mochammad Ilman Naafian, dengan NIM 205150407111033 dari prodi Sistem Informasi 2020. Saya ingin bertanya, untuk pertemuan setelah UTS Genap 2022 yaitu pertemuan 10,12, dan 14 yang diadakan secara hybrid dan luring, jika tidak bisa mengikuti secara luring dan hanya bisa mengikuti secara daring dikarenakan tidak berada di Malang apakah diperbolehkan ? Terimakasih atas waktu yang di berikan, Wasalamualaikum wr. wb.</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Assalamualaikum wr. wb. Selamat siang Admin, mohon maaf atas waktunya, Nama saya Mochammad Ilman Naafian, dengan NIM 205150407111033 dari prodi Sistem Informasi 2020. Saya ingin bertanya, untuk pertemuan setelah UTS Genap 2022 yaitu pertemuan 10,12, dan 14 yang diadakan secara hybrid dan luring, jika tidak bisa mengikuti secara luring dan hanya bisa mengikuti secara daring dikarenakan tidak berada di Malang apakah diperbolehkan ? Terimakasih atas waktu yang di berikan, Wasalamualaikum wr. wb.</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Assalamualaikum wr. wb. Selamat malam Pak/Bu Admin HaloFilkom, saya Dzakwan Mufid Amzi dari Sistem Informasi 2020 dengan NIM 205150407111035 ingin bertanya, untuk pertemuan setelah UTS Genap 2022 yaitu pertemuan 10,12, dan 14 yang diadakan secara hybrid dan luring, jika tidak bisa mengikuti secara luring dan hanya bisa mengikuti secara daring dikarenakan tidak berada di Malang dan belum diizinkan orangtua pada minggu tersebut, apakah diizinkan? Atau ada prosedur yang harus diikuti untuk mahasiswa yang belum bisa hadir luring? Terimakasih atas waktu yang di berikan, Wasalamualaikum wr. wb.</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Selamat siang bapak/ibu<br /><br />Saya M. Fakhri Rahadi dari program studi Sistem Informasi angkatan 2020. Izin bertanya mengenai kendala mengikuti kuliah tatap muka / luring setelah UTS pada pertemuan minggu ke-10, 12, dan 14. Apabila tidak bisa mengikuti secara luring dikarenakan tidak berada di Malang dan belum diizinkan orang tua pada minggu tersebut, apakah diizinkan? Atau ada prosedur perizinan yang harus diikuti untuk mahasiswa yang belum bisa hadir luring? <br /><br />Terima kasih bapak/ibu</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,<p>Minggu ini TIF mendapatkan jatah untuk Hybrid dan luring tetapi saya masih belum bisa mengikuti pembelajaran secara luring dikarenakan pengumuman yang sangat mendadak. apakah ada pendataan akan kendala kuliah hybrid? dan apakah jika tidak bisa mengikuti kuliah secara luring hanya perlu ijin dari dosen?</p> <p>Terima Kasih</p>
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Saya tidak bisa mengikuti perkuliahan offline karena saya tidak berada di Malang, saya berada di kota asal saya Jakarta karena ayah saya sudah terlanjur membelikan saya tiket pulang ke Jakarta sebelum ada info resmi perkuliahan hybrid setelah UTS. Alasan lainnya juga karena tidak ada yang menjaga ibu saya yang sakit karena kakak saya yang biasanya menjaga ibu saya sedang sibuk bekerja WFO. Maka dari itu, saya pulang ke Jakarta untuk menjaga ibu saya.</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Selamat sore, saya memiliki tidak bisa mengikuti kuliah luring dan sudah mengisi pendataan. Apakah saya masih perlu menghubungi dosen pengampu mengenai masalah tidak bisa ikut luring?</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,<p>Tidak bisa mengikuti perkuliahan secara luring sampai lebaran</p>
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Saya sudah membuat ticket kemarin mengenai kuliah daring karena saya tidak bisa mengikuti kuliah secara luring, dan sampai sekarang masih belum ada jawaban. Kemudian berdasarkan surat edaran terinformasikan bahwa ujian dilaksanakan secara luring, apakah tidak ada kebijakan untuk mahasiswa yang tidak bisa melaksanakan ujian secara luring ?</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,Assalamualaikum Wr. Wb. Selamat siang. Saya Ajisuryo Tricahyo Purnomo mahasiswa Teknik Informatika 2014. Sebelumnya saya terjadwal pada wisuda periode 8 2021/2022. Namun tidak bisa mengikuti kegiatan tersebut. Oleh karena itu saya ingin menanyakan perihal langkah-langkah yang harus saya lakukan untuk mengikuti wisuda periode berikutnya. Mohon bantuannya.Terimakasih Wassalamualaikum Wr. Wb.
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Saya izin bertanya terkait uas nanti saya tidak bisa mengikuti uas luring ke kampus karena saya sudah pulang ke kota asal saya, apa yang saya harus lakukan kalau saya tidak mengikuti uas apa yang akan terjadi terhadap saya</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Saya izin bertanya terkait uas nanti saya tidak bisa mengikuti uas luring ke kampus karena saya sudah pulang ke kota asal saya, apa yang saya harus lakukan kalau saya tidak mengikuti uas apa yang akan terjadi terhadap saya</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,<p>Mohon maaf karena saya sedang berkerja dan di tempatkan di Sumenep Madura sehingga saya tidak bisa mengikuti ujian secara luring</p>
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,<p>Saya tidak bisa mengikuti UAS secara luring dikarenakan saya berkediaman dan sedang bekerja di Sulawesi Tengah yang tidak memungkinkan saya untuk melakukan izin di kantor</p>
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Selamat malam, saya ingin bertanya terkait pembekalan KKN, jika saya tidak bisa mengikuti pembekalan kkn secara daring, bagaimana ya solusinya?</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Selamat siang Bapak/Ibu, izin bertanya terkait pelaksanaan KKN, bedasarkan pengumuman dari website KKN FILKOM, pembekalan KKN dilaksanakan secara luring pada tanggal 28-30 Juni 2022. Apakah seluruh mahasiswa FILKOM diwajibkan untuk mengikuti pembekalan tersebut secara luring? Atau ada opsi daringnya? Dan jika memang tidak bisa mengikuti pembekalan secara luring (misalkan dikarenakan sedang tidak berada di Malang pada tanggal yang ditentukan) apakah hal tersebut akan memiliki pengaruh terhadap penilaian?</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Selamat malam.</p> <p>Sebelumnya terima kasih atas bantuannya tetapi setelah saya cek pada siam saya tidak ada jadwal semester antara mata kuliah kewirausahaan sehingga saya tidak bisa mengikuti kelas tersebut, izin bertanya kembali. Apakah uang saya bisa kembali karena tidak mengikuti SA?  </p>"
_ PERUBAHAN JUDUL SKRIPSI,<p>Selamat Pagi Bapak/Ibu<br />Mohon Izin bertanya terkait bagaimana mekanisme perubahan judul skripsi?<br />Terimakasih Bapak/Ibu ....</p>
_ PERUBAHAN JUDUL SKRIPSI,"<p>Assalamu'alaikum Wr. Wb. </p> <p>Selamat sore Pak/Bu. </p> <p>Maaf mengganggu waktunya Pak/Bu. </p> <p>Saya izin bertanya terkait status proses pengajuan yudisium. </p> <p>Apakah sudah dibetulkan perubahan Judul Skripsi? </p> <p>Kemudian, apakah sudah mendapat konfirmasi bukti upload jurnal j-ptiik? </p> <p>Terima kasih Pak/Bu.</p>"
_ PERUBAHAN JUDUL SKRIPSI,"<p>jadi saya ingin mengajukan perubahan judul skripsi saya, dikarenakan waktu submit pendaftaran yudisium di filkom apps saya ada salah nulis satu kata.</p>"
_ PERUBAHAN JUDUL SKRIPSI,"<p>saya ingin mengajukan perubahan judul skripsi saya, dikarenakan waktu submit pendaftaran yudisium di filkom apps saya ada salah nulis satu kata.</p>"
_ PERUBAHAN JUDUL SKRIPSI,<p>Assalamualaikum. Saya Muhammad Rafif Al Aziz dari TIF angkatan 2018 dengan NIM 185150200111023 yang sedang melaksanakan skripsi.</p> <p>Saya mengalami perubahan judul pada Pra Proposal ke P0. Dan sekarang saya akan menuju semhas. Dalam form SC2-01 terdapat keterangan form perubahan judul skripsi SB2-06. Untuk mendapatkan form tersebut bagaimana ya.</p> <p>Terimakasih.</p>
TIDAK BISA MENGIKUTI UAS LURING DAN TERPADU,<p>di dalam surat edaran yang baru UAS dilaksanakan dengan metode luring dan terpadu. Nah saya kurang paham dengan mekanisme terpadunya seperti apa min. Mungkin apakah ada kejelasannya untuk itu ya?</p>
TIDAK BISA MENGIKUTI UAS LURING DAN TERPADU,"<p>Permisi min , terkait surat edaran disitu uas dituliskan dilaksanakan luring dan terpadu. Maksud dari terpadu ini apa ya min? </p>"
TIDAK BISA MENGIKUTI UAS LURING DAN TERPADU,"<p>Selamat malam, saya Prima Daffa Al Kautsar mahasiswa angkatan 2021 dari Teknik Informatika dengan NIM : 215150207111076.</p> <p>Berhubungan dengan surat edaran yang berisikan bahwa pelaksanaan UAS akan dilaksanakan secara luring dan terpadu, saya ingin bertanya lebih lanjut apakah ini berlaku pada seluruh mahasiswa baik yang memilih daring ataupun luring, atau bagaimana ya? terima kasih banyak atas perhatiannya</p>"
TIDAK BISA MENGIKUTI UAS LURING DAN TERPADU,"<p>Assalamualaikum warahmatullahi wabarakatuh, saya ingin bertanya terkait pelaksanaan UAS. Di surat tertulis bahwa UAS akan dilaksanakkan secara luring dan terpadu. Apakah saya bisa ijin untuk mengikuti UAS secara daring? Dan jika bisa, prosedur nya bagaimana? Terimakasih.<br /></p>"
TIDAK BISA MENGIKUTI UAS LURING DAN TERPADU,"<p>Assalamualaikum warahmatullahi wabarakatuh, saya ingin bertanya terkait pelaksanaan UAS. Di surat tertulis bahwa UAS akan dilaksanakkan secara luring dan terpadu. Apakah saya bisa ijin untuk mengikuti UAS secara daring? Dan jika bisa, prosedur nya bagaimana? Terimakasih.</p>"
TIDAK BISA MENGIKUTI UAS LURING DAN TERPADU,"<p>Berdasarkan surat edaran, tertera bahwa UAS semester genap 2021/2022 dilaksanakan secara luring dan terpadu. Pertanyaan saya adalah apakah terdapat pengecualian bagi mahasiswa yang sudah memberikan pernyataan untuk mengikuti perkuliahan semester genap 2021/2022 secara daring? Terimakasih sebelumnya.</p>"
TIDAK BISA MENGIKUTI UAS LURING DAN TERPADU,"<p>Selamat pagi, saya izin bertanya mengenai poin ke 5 pada surat edaran yang dibagikan pada tanggal 26 april yang berisikan tentang ""UAS dilaksanakan secara luring dan terpadu"". Apakah mahasiswa yang mengisi pendataan kuliah secara daring dan sudah dipindahkan ke kelas hybrid pada awal semester genap tetap wajib mengikuti UAS secara luring?</p>"
TIDAK BISA MENGIKUTI UAS LURING DAN TERPADU,"<p>Selamat malam, permisi, saya Muhammad Arkananta Althaf dengan NIM : 215150207111069 dari Teknik Informatika izin bertanya mengenai UAS semester ini. Berdasarkan tata tertib yang saya lihat di web filkom.ub.ac.id, UAS dilaksanakan secara luring dan terpadu. Namun beberapa hari yang lalu, Himpunan Mahasiswa Informatika (HMIF) UB mengadakan survei UAS yang di dalamnya terdapat pertanyaan kesiapan pelaksanaan UAS, opsinya antara lain daring dan luring. Oleh karena itu, apakah ada kemungkinan terjadi perubahan dari luring menjadi daring jika banyak mahasiswa lebih memilih daring daripada luring? bila sudah pasti luring, saya akan segera booking kamar serta membayarnya sesuai batas waktu yang telah ditentukan, bila daring, saya tidak akan membayar tempat tinggal saya nanti. Mohon ditunggu jawaban secepatnya sebab tanggal 29 Mei pukul 00.00 adalah batas waktu pembayarannya, sehingga saya harus memutuskan sebelum jam tersebut. Sekian dari saya, terima kasih.</p>"
SKL DAN TRANSKRIP SEMENTARA,"<p>Permisi,</p> <p>Perkenalkan nama saya Allen Nazario Istalaksana dari SAP TIF 2018.</p> <p>Saya ingin bertanya untuk persyaratan semhas skripsi seperti skm, bukti bebas tanggungan, dan transkrip sementara cara memperolehnya bagaimana ya?</p> <p>Terima kasih.</p>"
SKL DAN TRANSKRIP SEMENTARA,"<p>Selamat pagi,</p> <p>Untuk SKL dan transkrip sementara, apakah saya sudah bisa minta untuk dibuatkan? Karena, saya telah berada pada daftar mahasiswa yudisium pada periode VII tanggal 31 maret 2022. Disamping itu, pada siam juga statusnya sudah lulus kuliah.</p> <p>Terima kasih sebelumnya</p>"
_KKN 2020,"<p>Selamat Pagi.</p> <p><br /></p> <p>Saya membaca persyaratan tata tertib uas bahwa salah satunya adalah menyelesaiakn persyaratan keuangan termasuk membuat surat pernyataan tidak mampu membayar / mengangsur.</p> <p><br /></p> <p>Terkait dengan hal itu, bagaimana mekanisme, termasuk format surat dan alamat pengiriman surat pernyataan yang dimaksud?</p> <p><br /></p> <p>Terima kasih</p>"
_KKN 2020,"<p style=""user-select:auto"">Sebelumnya Saya berterimakasih untuk jawabannya. Kemudian saya ingin meminta maaf karena terdapat sedikit kesalahan pada pertanyaan Saya sebelumnya. Jadi maksud pertanyaan saya adalah bagaimana mekanisme pengajuan surat pernyataan tertulis di atas materai ditujukan kepada Wakil Dekan II yang menyatakan tanggal pembayaran UKT tidak melebihi batas akhir Semester Ganjil? Informasi tersebut saya dapatkan pada poin pertama pengumuman Tata Tertib Peserta Ujian Akhir Semester (UAS) Daring FILKOM UB Semester Ganjil 2021/2022. Kemudian saya juga ingin memastikan, apakah berkas foto yang saya lampirkan sebelumnya mengindikasikan bahwa saya berhak mendapatkan bantuan 2,4 juta dari kemendikbud dan jika iya, apakah bantuan tersebut berlaku pada semester ini atau semester selanjutnya?</p> <p>Mungkin sekian dari saya. Atas perhatian Bapak/Ibu, Saya ucapkan terimakasih.</p>"
_KKN 2020,"<p>Selamat siang pak/bu, saya Rafidah dari prodi Sistem Informasi angkatan 2019 izin bertanya, pada tata tertib UAS terdapat aturan untuk wajib menunjukkan KRS dan KTM, jika KTM hilang bagaimana ya pak/bu? </p>"
_KKN 2020,"<p>Selamat siang, mohon maaf saya izin bertanya mengenai tata tertib pelaksaan UAS terkait dengan poin ke-7 dimana mahasiswa harus menunjukkan KRS semester genap dan KTM. Apakah KRS yang ditunjukkan adalah hasil print yang terdapat di siam UB? lalu apakah KTM bagi mahasiswa semester 2 sudah ada? jika belum apakah dapat menggunakan KTMS?</p> <p>Terima kasih</p>"
_KKN 2020,"<p>Selamat sore, perkenalkan nama saya Batara Dolly Nababan. prodi Teknik Komputer, Angkatan 2019. Sesuai dengan pernyataan bapak Dekan Fakultas Ilmu Komputer pada acara audiensi DEWA NGODING yang diadakan pada Rabu, 25 Mei 2022. bahwa mahasiswa/i yang berhalangan UAS secara luring agar menghubungi Halo Filkom untuk mengajukan UAS Online. Maka dengan ini saya menghubungi untuk memberitahu bahwa saya berhalangan untuk hadir UAS Luring di malang. Alasannya adalah:<br /><br />1. Saya PKL disekitar daerah domisili saya (sumatera Utara) kota pematang siantar yang akan dilaksanakan pada tanggal 15 Juni 2022 yang dimana pada tanggal tersebut sudah dimulai PKLnya. Sesuai dengan jadwal UAS, bahwasanya UAS akan selesai pada tanggal 18 Juni 2022. Berat rasanya saya pergi kemalang hanya untuk UAS, dan balik lagi ke kota domisili saya untuk melaksanakan PKL. saya mengambil 7 matakuliah semester ini, berarti hanya ada 7 hari utk mengikuti UAS.</p> <p>2. Saya mahasiswa yang jauh dari kota malang, untuk ke malang dari kota domisili saya membutuhkan atau memakan banyak biaya akomodasi, tempat tinggal, dan waktu perjalanan yang memakan waktu (1/2 hari) dan tenaga. Ditambah, harga tiket pesawat yang terus melonjak naik. dan kemalang hanya selama 2 minggu disana untuk UAS luring, tentu menjadi pertimbangan yang berat bagi saya dan kedua orangtua saya. dan saya baca tata tertib uas pun, tetap online hanya bedanya dari kelas saja. Memang ketika saya memilih kuliah dimalang berarti orangtua saya sudah siap untuk membiayai akomodasi dan kost, tetapi yang manjadi memberatkan saya dan kedua orangtua saya adalah, saya sudah mau PKL di domisili saya dan ke malang hanya 2 minggu saja ( 7hari UAS).</p> <p>Berikut saya lampirkan bukti surat PKL saya.</p> <p>Dengan ini saya berharap pengajuan saya dapat di maklumi dan dipahami agar saya tetap bisa mengikuti UAS secara Online. Mohon maaf apabila ada kata-kata yang tidak berkenan bagi bapak/ibu. Terima kasih</p>"
